순번,위도,경도,,
306,35.17003639,129.1337608,"[35.17003639, 129.1337608]","[35.17003639, 129.1337608]"
307,35.17013921,129.1333339,"[35.17013921, 129.1333339]","[35.17013921, 129.1333339]"
308,35.19888066,129.1228949,"[35.19888066, 129.1228949]","[35.19888066, 129.1228949]"
309,35.19905072,129.1229295,"[35.19905072, 129.1229295]","[35.19905072, 129.1229295]"
310,35.2001025,129.1231305,"[35.2001025, 129.1231305]","[35.2001025, 129.1231305]"
311,35.20032415,129.1231693,"[35.20032415, 129.1231693]","[35.20032415, 129.1231693]"
312,35.20339041,129.1242827,"[35.20339041, 129.1242827]","[35.20339041, 129.1242827]"
313,35.20329302,129.1243917,"[35.20329302, 129.1243917]","[35.20329302, 129.1243917]"
314,35.20318209,129.1243896,"[35.20318209, 129.1243896]","[35.20318209, 129.1243896]"
315,35.2033426,129.1245678,"[35.2033426, 129.1245678]","[35.2033426, 129.1245678]"
316,35.20344917,129.1245521,"[35.20344917, 129.1245521]","[35.20344917, 129.1245521]"
317,35.20335303,129.1244784,"[35.20335303, 129.1244784]","[35.20335303, 129.1244784]"
318,35.19516482,129.1202268,"[35.19516482, 129.1202268]","[35.19516482, 129.1202268]"
319,35.19590117,129.1212824,"[35.19590117, 129.1212824]","[35.19590117, 129.1212824]"
320,35.19586741,129.1210939,"[35.19586741, 129.1210939]","[35.19586741, 129.1210939]"
321,35.19406404,129.118554,"[35.19406404, 129.118554]","[35.19406404, 129.118554]"
322,35.19437894,129.1190392,"[35.19437894, 129.1190392]","[35.19437894, 129.1190392]"
323,35.16670742,129.1343985,"[35.16670742, 129.1343985]","[35.16670742, 129.1343985]"
324,35.16660523,129.1347988,"[35.16660523, 129.1347988]","[35.16660523, 129.1347988]"
325,35.1672443,129.1359882,"[35.1672443, 129.1359882]","[35.1672443, 129.1359882]"
326,35.21967807,129.1385596,"[35.21967807, 129.1385596]","[35.21967807, 129.1385596]"
327,35.21320386,129.1229587,"[35.21320386, 129.1229587]","[35.21320386, 129.1229587]"
328,35.18696444,129.2025174,"[35.18696444, 129.2025174]","[35.18696444, 129.2025174]"
329,35.15965004,129.1502517,"[35.15965004, 129.1502517]","[35.15965004, 129.1502517]"
330,35.16718716,129.1675524,"[35.16718716, 129.1675524]","[35.16718716, 129.1675524]"
331,35.16607646,129.1683327,"[35.16607646, 129.1683327]","[35.16607646, 129.1683327]"
332,35.21534774,129.1245772,"[35.21534774, 129.1245772]","[35.21534774, 129.1245772]"
333,35.21511635,129.1247377,"[35.21511635, 129.1247377]","[35.21511635, 129.1247377]"
334,35.21300342,129.1244053,"[35.21300342, 129.1244053]","[35.21300342, 129.1244053]"
335,35.2130976,129.1247529,"[35.2130976, 129.1247529]","[35.2130976, 129.1247529]"
336,35.16466158,129.1802553,"[35.16466158, 129.1802553]","[35.16466158, 129.1802553]"
337,35.16437615,129.1803213,"[35.16437615, 129.1803213]","[35.16437615, 129.1803213]"
338,35.16474364,129.1806162,"[35.16474364, 129.1806162]","[35.16474364, 129.1806162]"
339,35.18718075,129.1255673,"[35.18718075, 129.1255673]","[35.18718075, 129.1255673]"
340,35.19750913,129.2059402,"[35.19750913, 129.2059402]","[35.19750913, 129.2059402]"
341,35.21334386,129.1207819,"[35.21334386, 129.1207819]","[35.21334386, 129.1207819]"
342,35.21327192,129.1210065,"[35.21327192, 129.1210065]","[35.21327192, 129.1210065]"
343,35.20967902,129.121785,"[35.20967902, 129.121785]","[35.20967902, 129.121785]"
344,35.20028094,129.1166498,"[35.20028094, 129.1166498]","[35.20028094, 129.1166498]"
345,35.16502099,129.1614072,"[35.16502099, 129.1614072]","[35.16502099, 129.1614072]"
346,35.19136544,129.1279468,"[35.19136544, 129.1279468]","[35.19136544, 129.1279468]"
347,35.19171553,129.1280998,"[35.19171553, 129.1280998]","[35.19171553, 129.1280998]"
348,35.18018477,129.1679517,"[35.18018477, 129.1679517]","[35.18018477, 129.1679517]"
349,35.18007683,129.1677709,"[35.18007683, 129.1677709]","[35.18007683, 129.1677709]"
350,35.17953184,129.1680439,"[35.17953184, 129.1680439]","[35.17953184, 129.1680439]"
351,35.17756934,129.1764539,"[35.17756934, 129.1764539]","[35.17756934, 129.1764539]"
352,35.17761537,129.1762657,"[35.17761537, 129.1762657]","[35.17761537, 129.1762657]"
353,35.17750457,129.1763773,"[35.17750457, 129.1763773]","[35.17750457, 129.1763773]"
354,35.17750307,129.1767684,"[35.17750307, 129.1767684]","[35.17750307, 129.1767684]"
355,35.17760595,129.1765475,"[35.17760595, 129.1765475]","[35.17760595, 129.1765475]"
356,35.178016,129.1748262,"[35.178016, 129.1748262]","[35.178016, 129.1748262]"
357,35.17798794,129.174725,"[35.17798794, 129.174725]","[35.17798794, 129.174725]"
358,35.17789893,129.1748855,"[35.17789893, 129.1748855]","[35.17789893, 129.1748855]"
359,35.17794204,129.1750122,"[35.17794204, 129.1750122]","[35.17794204, 129.1750122]"
360,35.17797563,129.1748754,"[35.17797563, 129.1748754]","[35.17797563, 129.1748754]"
361,35.17670821,129.1704319,"[35.17670821, 129.1704319]","[35.17670821, 129.1704319]"
362,35.17665305,129.1707651,"[35.17665305, 129.1707651]","[35.17665305, 129.1707651]"
363,35.17644876,129.1703802,"[35.17644876, 129.1703802]","[35.17644876, 129.1703802]"
364,35.17639215,129.170676,"[35.17639215, 129.170676]","[35.17639215, 129.170676]"
365,35.17719093,129.1718307,"[35.17719093, 129.1718307]","[35.17719093, 129.1718307]"
366,35.17510687,129.1681048,"[35.17510687, 129.1681048]","[35.17510687, 129.1681048]"
367,35.17530923,129.1683263,"[35.17530923, 129.1683263]","[35.17530923, 129.1683263]"
368,35.17357409,129.1673148,"[35.17357409, 129.1673148]","[35.17357409, 129.1673148]"
369,35.17384455,129.1673698,"[35.17384455, 129.1673698]","[35.17384455, 129.1673698]"
370,35.17232085,129.1669607,"[35.17232085, 129.1669607]","[35.17232085, 129.1669607]"
371,35.17056888,129.1664784,"[35.17056888, 129.1664784]","[35.17056888, 129.1664784]"
372,35.16940511,129.1664858,"[35.16940511, 129.1664858]","[35.16940511, 129.1664858]"
373,35.17427014,129.1723075,"[35.17427014, 129.1723075]","[35.17427014, 129.1723075]"
374,35.17391778,129.1725612,"[35.17391778, 129.1725612]","[35.17391778, 129.1725612]"
375,35.16796762,129.1670355,"[35.16796762, 129.1670355]","[35.16796762, 129.1670355]"
376,35.17597807,129.1827872,"[35.17597807, 129.1827872]","[35.17597807, 129.1827872]"
377,35.17592084,129.1831788,"[35.17592084, 129.1831788]","[35.17592084, 129.1831788]"
378,35.17615082,129.1832489,"[35.17615082, 129.1832489]","[35.17615082, 129.1832489]"
379,35.17491726,129.1799503,"[35.17491726, 129.1799503]","[35.17491726, 129.1799503]"
380,35.17462528,129.1798705,"[35.17462528, 129.1798705]","[35.17462528, 129.1798705]"
381,35.17455406,129.1802276,"[35.17455406, 129.1802276]","[35.17455406, 129.1802276]"
382,35.17483082,129.1803175,"[35.17483082, 129.1803175]","[35.17483082, 129.1803175]"
383,35.17363843,129.1778156,"[35.17363843, 129.1778156]","[35.17363843, 129.1778156]"
384,35.17271403,129.175777,"[35.17271403, 129.175777]","[35.17271403, 129.175777]"
385,35.17290013,129.1761851,"[35.17290013, 129.1761851]","[35.17290013, 129.1761851]"
386,35.1732669,129.1769844,"[35.1732669, 129.1769844]","[35.1732669, 129.1769844]"
387,35.17207975,129.1739737,"[35.17207975, 129.1739737]","[35.17207975, 129.1739737]"
388,35.17188946,129.1737886,"[35.17188946, 129.1737886]","[35.17188946, 129.1737886]"
389,35.17173832,129.1738903,"[35.17173832, 129.1738903]","[35.17173832, 129.1738903]"
390,35.1717,129.1742613,"[35.1717, 129.1742613]","[35.1717, 129.1742613]"
391,35.17206861,129.1743605,"[35.17206861, 129.1743605]","[35.17206861, 129.1743605]"
392,35.1720437,129.1819549,"[35.1720437, 129.1819549]","[35.1720437, 129.1819549]"
393,35.17237663,129.1817151,"[35.17237663, 129.1817151]","[35.17237663, 129.1817151]"
394,35.17211818,129.1816504,"[35.17211818, 129.1816504]","[35.17211818, 129.1816504]"
395,35.17100809,129.1825404,"[35.17100809, 129.1825404]","[35.17100809, 129.1825404]"
396,35.17228706,129.1820218,"[35.17228706, 129.1820218]","[35.17228706, 129.1820218]"
397,35.16954879,129.1757595,"[35.16954879, 129.1757595]","[35.16954879, 129.1757595]"
398,35.16927761,129.1756839,"[35.16927761, 129.1756839]","[35.16927761, 129.1756839]"
399,35.1692254,129.1759551,"[35.1692254, 129.1759551]","[35.1692254, 129.1759551]"
400,35.16949384,129.1760116,"[35.16949384, 129.1760116]","[35.16949384, 129.1760116]"
401,35.1661699,129.171624,"[35.1661699, 129.171624]","[35.1661699, 129.171624]"
402,35.16637958,129.1718937,"[35.16637958, 129.1718937]","[35.16637958, 129.1718937]"
403,35.16465765,129.1693402,"[35.16465765, 129.1693402]","[35.16465765, 129.1693402]"
404,35.16431718,129.1695788,"[35.16431718, 129.1695788]","[35.16431718, 129.1695788]"
405,35.16699944,129.1774937,"[35.16699944, 129.1774937]","[35.16699944, 129.1774937]"
406,35.16671757,129.1776889,"[35.16671757, 129.1776889]","[35.16671757, 129.1776889]"
407,35.16529258,129.179103,"[35.16529258, 129.179103]","[35.16529258, 129.179103]"
408,35.16296858,129.1705434,"[35.16296858, 129.1705434]","[35.16296858, 129.1705434]"
409,35.16819815,129.1828269,"[35.16819815, 129.1828269]","[35.16819815, 129.1828269]"
410,35.16920756,129.182921,"[35.16920756, 129.182921]","[35.16920756, 129.182921]"
411,35.16686635,129.1822911,"[35.16686635, 129.1822911]","[35.16686635, 129.1822911]"
412,35.16722822,129.1824461,"[35.16722822, 129.1824461]","[35.16722822, 129.1824461]"
413,35.16270473,129.1780201,"[35.16270473, 129.1780201]","[35.16270473, 129.1780201]"
414,35.16339001,129.1792122,"[35.16339001, 129.1792122]","[35.16339001, 129.1792122]"
415,35.16225512,129.1758853,"[35.16225512, 129.1758853]","[35.16225512, 129.1758853]"
416,35.16176779,129.1731064,"[35.16176779, 129.1731064]","[35.16176779, 129.1731064]"
417,35.16173692,129.1737861,"[35.16173692, 129.1737861]","[35.16173692, 129.1737861]"
418,35.1615286,129.1715607,"[35.1615286, 129.1715607]","[35.1615286, 129.1715607]"
419,35.16128049,129.1714177,"[35.16128049, 129.1714177]","[35.16128049, 129.1714177]"
420,35.16146284,129.1720187,"[35.16146284, 129.1720187]","[35.16146284, 129.1720187]"
421,35.22168969,129.1439985,"[35.22168969, 129.1439985]","[35.22168969, 129.1439985]"
422,35.19518967,129.2054247,"[35.19518967, 129.2054247]","[35.19518967, 129.2054247]"
423,35.23585554,129.1594237,"[35.23585554, 129.1594237]","[35.23585554, 129.1594237]"
424,35.23213711,129.1532845,"[35.23213711, 129.1532845]","[35.23213711, 129.1532845]"
425,35.23277926,129.1543899,"[35.23277926, 129.1543899]","[35.23277926, 129.1543899]"
426,35.23122935,129.1517135,"[35.23122935, 129.1517135]","[35.23122935, 129.1517135]"
427,35.22396388,129.1458408,"[35.22396388, 129.1458408]","[35.22396388, 129.1458408]"
428,35.20000095,129.1314953,"[35.20000095, 129.1314953]","[35.20000095, 129.1314953]"
429,35.19883828,129.1312985,"[35.19883828, 129.1312985]","[35.19883828, 129.1312985]"
430,35.19746227,129.1310604,"[35.19746227, 129.1310604]","[35.19746227, 129.1310604]"
431,35.19616516,129.130834,"[35.19616516, 129.130834]","[35.19616516, 129.130834]"
432,35.19451651,129.1305457,"[35.19451651, 129.1305457]","[35.19451651, 129.1305457]"
433,35.195129,129.1306591,"[35.195129, 129.1306591]","[35.195129, 129.1306591]"
434,35.18572341,129.1253926,"[35.18572341, 129.1253926]","[35.18572341, 129.1253926]"
435,35.18617454,129.1255484,"[35.18617454, 129.1255484]","[35.18617454, 129.1255484]"
436,35.16438011,129.1602447,"[35.16438011, 129.1602447]","[35.16438011, 129.1602447]"
437,35.16578336,129.1627369,"[35.16578336, 129.1627369]","[35.16578336, 129.1627369]"
438,35.18286524,129.2030563,"[35.18286524, 129.2030563]","[35.18286524, 129.2030563]"
439,35.18409312,129.2012047,"[35.18409312, 129.2012047]","[35.18409312, 129.2012047]"
440,35.18385498,129.2012864,"[35.18385498, 129.2012864]","[35.18385498, 129.2012864]"
441,35.17046788,129.1776433,"[35.17046788, 129.1776433]","[35.17046788, 129.1776433]"
442,35.17033209,129.1776706,"[35.17033209, 129.1776706]","[35.17033209, 129.1776706]"
443,35.17031508,129.177762,"[35.17031508, 129.177762]","[35.17031508, 129.177762]"
444,35.17022448,129.177584,"[35.17022448, 129.177584]","[35.17022448, 129.177584]"
445,35.17026564,129.1778523,"[35.17026564, 129.1778523]","[35.17026564, 129.1778523]"
446,35.17015048,129.1778743,"[35.17015048, 129.1778743]","[35.17015048, 129.1778743]"
447,35.17060481,129.178397,"[35.17060481, 129.178397]","[35.17060481, 129.178397]"
448,35.17037333,129.1779072,"[35.17037333, 129.1779072]","[35.17037333, 129.1779072]"
449,35.18979917,129.2038558,"[35.18979917, 129.2038558]","[35.18979917, 129.2038558]"
450,35.15913787,129.1583466,"[35.15913787, 129.1583466]","[35.15913787, 129.1583466]"
451,35.16699585,129.140745,"[35.16699585, 129.140745]","[35.16699585, 129.140745]"
452,35.16107056,129.1636645,"[35.16107056, 129.1636645]","[35.16107056, 129.1636645]"
453,35.15953312,129.1602782,"[35.15953312, 129.1602782]","[35.15953312, 129.1602782]"
454,35.15958514,129.1607341,"[35.15958514, 129.1607341]","[35.15958514, 129.1607341]"
455,35.15974145,129.1618425,"[35.15974145, 129.1618425]","[35.15974145, 129.1618425]"
456,35.15989877,129.1621901,"[35.15989877, 129.1621901]","[35.15989877, 129.1621901]"
457,35.15997313,129.1619316,"[35.15997313, 129.1619316]","[35.15997313, 129.1619316]"
458,35.15776038,129.1512364,"[35.15776038, 129.1512364]","[35.15776038, 129.1512364]"
459,35.15799291,129.1520684,"[35.15799291, 129.1520684]","[35.15799291, 129.1520684]"
460,35.15804658,129.1523246,"[35.15804658, 129.1523246]","[35.15804658, 129.1523246]"
461,35.15813382,129.1521109,"[35.15813382, 129.1521109]","[35.15813382, 129.1521109]"
462,35.15834207,129.1490657,"[35.15834207, 129.1490657]","[35.15834207, 129.1490657]"
463,35.15824057,129.1494778,"[35.15824057, 129.1494778]","[35.15824057, 129.1494778]"
464,35.1588559,129.1472639,"[35.1588559, 129.1472639]","[35.1588559, 129.1472639]"
465,35.1587531,129.147657,"[35.1587531, 129.147657]","[35.1587531, 129.147657]"
466,35.15949005,129.1450745,"[35.15949005, 129.1450745]","[35.15949005, 129.1450745]"
467,35.16083541,129.141924,"[35.16083541, 129.141924]","[35.16083541, 129.141924]"
468,35.16236649,129.1401552,"[35.16236649, 129.1401552]","[35.16236649, 129.1401552]"
469,35.16206131,129.1405138,"[35.16206131, 129.1405138]","[35.16206131, 129.1405138]"
470,35.16482351,129.1313656,"[35.16482351, 129.1313656]","[35.16482351, 129.1313656]"
471,35.16402198,129.1318036,"[35.16402198, 129.1318036]","[35.16402198, 129.1318036]"
472,35.16318289,129.1331098,"[35.16318289, 129.1331098]","[35.16318289, 129.1331098]"
473,35.16350644,129.1329397,"[35.16350644, 129.1329397]","[35.16350644, 129.1329397]"
474,35.16758419,129.1289029,"[35.16758419, 129.1289029]","[35.16758419, 129.1289029]"
475,35.1672903,129.128903,"[35.1672903, 129.128903]","[35.1672903, 129.128903]"
476,35.16718669,129.1292273,"[35.16718669, 129.1292273]","[35.16718669, 129.1292273]"
477,35.1675178,129.1291994,"[35.1675178, 129.1291994]","[35.1675178, 129.1291994]"
478,35.16339398,129.1584247,"[35.16339398, 129.1584247]","[35.16339398, 129.1584247]"
479,35.16352854,129.158929,"[35.16352854, 129.158929]","[35.16352854, 129.158929]"
480,35.16220307,129.1563237,"[35.16220307, 129.1563237]","[35.16220307, 129.1563237]"
481,35.16009542,129.1512685,"[35.16009542, 129.1512685]","[35.16009542, 129.1512685]"
482,35.16089393,129.1541402,"[35.16089393, 129.1541402]","[35.16089393, 129.1541402]"
483,35.16093303,129.1539298,"[35.16093303, 129.1539298]","[35.16093303, 129.1539298]"
484,35.16106353,129.1542571,"[35.16106353, 129.1542571]","[35.16106353, 129.1542571]"
485,35.1606757,129.1493554,"[35.1606757, 129.1493554]","[35.1606757, 129.1493554]"
486,35.16316205,129.144506,"[35.16316205, 129.144506]","[35.16316205, 129.144506]"
487,35.16882017,129.1385052,"[35.16882017, 129.1385052]","[35.16882017, 129.1385052]"
488,35.16843784,129.1388771,"[35.16843784, 129.1388771]","[35.16843784, 129.1388771]"
489,35.16857242,129.1387518,"[35.16857242, 129.1387518]","[35.16857242, 129.1387518]"
490,35.17111873,129.1351891,"[35.17111873, 129.1351891]","[35.17111873, 129.1351891]"
491,35.17088204,129.135274,"[35.17088204, 129.135274]","[35.17088204, 129.135274]"
492,35.17276373,129.1324945,"[35.17276373, 129.1324945]","[35.17276373, 129.1324945]"
493,35.17273593,129.1321893,"[35.17273593, 129.1321893]","[35.17273593, 129.1321893]"
494,35.17198945,129.1333966,"[35.17198945, 129.1333966]","[35.17198945, 129.1333966]"
495,35.17909173,129.1260806,"[35.17909173, 129.1260806]","[35.17909173, 129.1260806]"
496,35.17791133,129.1268159,"[35.17791133, 129.1268159]","[35.17791133, 129.1268159]"
497,35.17775218,129.1269507,"[35.17775218, 129.1269507]","[35.17775218, 129.1269507]"
498,35.18307497,129.1222272,"[35.18307497, 129.1222272]","[35.18307497, 129.1222272]"
499,35.18313574,129.1219748,"[35.18313574, 129.1219748]","[35.18313574, 129.1219748]"
500,35.18193759,129.1229067,"[35.18193759, 129.1229067]","[35.18193759, 129.1229067]"
501,35.18456432,129.1208681,"[35.18456432, 129.1208681]","[35.18456432, 129.1208681]"
502,35.18545396,129.1209598,"[35.18545396, 129.1209598]","[35.18545396, 129.1209598]"
503,35.18800878,129.1208435,"[35.18800878, 129.1208435]","[35.18800878, 129.1208435]"
504,35.19022755,129.1203811,"[35.19022755, 129.1203811]","[35.19022755, 129.1203811]"
505,35.19348722,129.1177673,"[35.19348722, 129.1177673]","[35.19348722, 129.1177673]"
506,35.19360704,129.1180001,"[35.19360704, 129.1180001]","[35.19360704, 129.1180001]"
507,35.21997947,129.1298523,"[35.21997947, 129.1298523]","[35.21997947, 129.1298523]"
508,35.21876879,129.1247373,"[35.21876879, 129.1247373]","[35.21876879, 129.1247373]"
509,35.21903465,129.124841,"[35.21903465, 129.124841]","[35.21903465, 129.124841]"
510,35.21774327,129.1191849,"[35.21774327, 129.1191849]","[35.21774327, 129.1191849]"
511,35.21748484,129.1193024,"[35.21748484, 129.1193024]","[35.21748484, 129.1193024]"
512,35.2176894,129.1194092,"[35.2176894, 129.1194092]","[35.2176894, 129.1194092]"
513,35.24507514,129.0130703,"[35.24507514, 129.0130703]","[35.24507514, 129.0130703]"
514,35.25814444,129.0147446,"[35.25814444, 129.0147446]","[35.25814444, 129.0147446]"
515,35.25477543,129.0137672,"[35.25477543, 129.0137672]","[35.25477543, 129.0137672]"
516,35.26218587,129.0164448,"[35.26218587, 129.0164448]","[35.26218587, 129.0164448]"
517,35.26201735,129.0162382,"[35.26201735, 129.0162382]","[35.26201735, 129.0162382]"
518,35.26186654,129.0164183,"[35.26186654, 129.0164183]","[35.26186654, 129.0164183]"
519,35.26199676,129.0166486,"[35.26199676, 129.0166486]","[35.26199676, 129.0166486]"
520,35.21954968,129.0070042,"[35.21954968, 129.0070042]","[35.21954968, 129.0070042]"
521,35.26285046,129.0164938,"[35.26285046, 129.0164938]","[35.26285046, 129.0164938]"
522,35.23295992,129.017736,"[35.23295992, 129.017736]","[35.23295992, 129.017736]"
523,35.23312523,129.0178246,"[35.23312523, 129.0178246]","[35.23312523, 129.0178246]"
524,35.23306056,129.0177004,"[35.23306056, 129.0177004]","[35.23306056, 129.0177004]"
525,35.21752195,129.0092737,"[35.21752195, 129.0092737]","[35.21752195, 129.0092737]"
526,35.22448529,129.0140212,"[35.22448529, 129.0140212]","[35.22448529, 129.0140212]"
527,35.21287689,129.015914,"[35.21287689, 129.015914]","[35.21287689, 129.015914]"
528,35.21314447,129.0365358,"[35.21314447, 129.0365358]","[35.21314447, 129.0365358]"
